filename,width,height,class,xmin,ymin,xmax,ymax
red_c7c8d03d68cb.jpg,600,493,atypical,77.23997,222.09966,239.13492,427.18628
red_c7c8d03d68cb.jpg,600,493,atypical,439.9588,241.24928,549.3306,438.30545
red_b09fea59190a.jpg,600,568,atypical,317.97516,129.46509,526.9365,355.4677
red_c4fa3a69fae0.jpg,600,491,atypical,297.98895,140.66473,489.4202,430.20322
red_c4fa3a69fae0.jpg,600,491,atypical,75.49213,143.18246,216.54674,465.45142
red_008ca392cff3.jpg,600,492,atypical,323.23233,189.82277,468.01346,382.911
red_e363ca6a9b8d.jpg,600,492,atypical,349.75372,135.69911,500.8307,340.33627
red_e363ca6a9b8d.jpg,600,492,atypical,126.04358,75.469025,247.34096,204.63716
red_e363ca6a9b8d.jpg,600,492,atypical,114.422264,213.34512,217.56136,353.39822
red_6e8b257502e7.jpg,600,491,atypical,111.867714,120.912926,242.19025,311.9687
red_6e8b257502e7.jpg,600,491,atypical,326.39865,217.10884,468.75098,393.46802
red_7c5dcf4ebb82.jpg,600,493,atypical,367.86594,270.18625,444.34622,338.28418
red_59cb840515f1.jpg,600,499,atypical,406.84622,307.17517,496.15543,443.72247
red_752c35917c59.jpg,600,493,atypical,329.3279,112.054726,529.1242,426.7789
red_752c35917c59.jpg,600,493,atypical,100.20367,159.7217,234.62323,338.16724
red_d0cd2a804d30.jpg,600,508,atypical,124.91559,197.67076,292.0573,416.76733
red_d0cd2a804d30.jpg,600,508,atypical,390.1322,211.49387,505.47385,359.40137
red_219c5c0ceb96.jpg,600,492,atypical,132.22392,191.25139,225.95908,322.17194
red_219c5c0ceb96.jpg,600,492,atypical,398.20334,232.19383,501.4547,349.30823
red_ed521e774276.jpg,600,499,atypical,193.64911,185.34286,270.4392,310.9415
red_ed521e774276.jpg,600,499,atypical,341.79282,173.80136,421.30115,298.0422
red_ba3c705a818a.jpg,600,539,atypical,390.5673,166.87306,538.31305,401.32974
red_ba3c705a818a.jpg,600,539,atypical,124.29105,212.76315,253.6729,434.70435
red_8d9892c5b5e7.jpg,600,482,atypical,380.36453,235.17693,500.973,372.30087
red_279b24991da3.jpg,600,492,atypical,160.23727,123.0,216.76273,199.26
red_279b24991da3.jpg,600,492,atypical,361.76273,110.7,481.36725,216.48
red_8f58493aa6be.jpg,600,493,atypical,127.94613,295.97986,208.08081,392.24673
red_8f58493aa6be.jpg,600,493,atypical,358.24918,312.80972,439.05722,386.86115
red_b0590521b959.jpg,600,492,atypical,164.73819,182.1416,272.8026,401.29202
red_b0590521b959.jpg,600,492,atypical,380.14172,205.36284,526.64514,385.32742
red_5ab8f8d435b6.jpg,600,484,atypical,50.79976,235.20988,227.98465,402.5185
red_63ed28f6c6f5.jpg,600,499,atypical,391.0762,311.875,503.45834,360.94336
red_63ed28f6c6f5.jpg,600,499,atypical,163.81439,260.31165,223.75157,348.46835
red_9c0c6581bc36.jpg,600,491,atypical,53.767826,93.42832,204.07332,374.36392
red_9c0c6581bc36.jpg,600,491,atypical,329.9389,79.381546,525.45825,440.32275
red_bc390c05b612.jpg,600,600,atypical,352.98215,375.49405,458.9464,426.87747
red_76bb17698bfa.jpg,600,492,atypical,360.90225,245.54863,495.33835,375.54495
red_6bda7804187c.jpg,600,492,atypical,173.3208,8.85686,269.98593,144.48805
red_5c8147b9d1a4.jpg,600,585,atypical,124.36517,169.77026,238.15675,261.02176
red_5c8147b9d1a4.jpg,600,585,atypical,169.59908,286.4873,256.53302,360.76178
red_3ae9a6bbacc8.jpg,600,492,atypical,394.70468,127.57539,511.40527,272.24875
red_7bdc24bf4984.jpg,600,600,atypical,397.37003,243.78479,530.90607,353.98886
red_2f21be53ee88.jpg,600,492,atypical,80.80625,148.92973,236.67737,322.6811
red_2f21be53ee88.jpg,600,492,atypical,352.69507,182.61623,468.7128,318.24866
red_a6e864398336.jpg,600,595,atypical,136.45148,330.05615,245.49753,447.45566
red_a6e864398336.jpg,600,595,atypical,177.40541,181.58032,223.2936,251.13211
red_171757cb8b06.jpg,600,499,atypical,90.989746,79.00033,210.23264,217.66917
red_5bfc7dcc9cba.jpg,600,600,atypical,352.00195,376.97363,550.85065,523.5197
red_b5916a232a5c.jpg,600,491,atypical,408.82452,187.45709,524.96136,339.6585
red_8e1b7d9c8419.jpg,600,597,atypical,150.26727,367.53278,218.85278,453.33072
red_8e1b7d9c8419.jpg,600,597,atypical,376.74756,364.08115,523.787,461.22012
red_3f27cb9ab8f0.jpg,600,494,atypical,396.7054,292.28333,543.3232,376.26334
red_3f27cb9ab8f0.jpg,600,494,atypical,100.17509,307.10333,226.20047,380.38
red_239d414106d4.jpg,600,509,atypical,315.32858,201.20035,544.4595,408.9733
red_239d414106d4.jpg,600,509,atypical,24.729849,202.24706,279.49417,378.6186
red_c80d2df370e8.jpg,600,493,atypical,417.09573,276.45996,535.11847,393.82883
red_c80d2df370e8.jpg,600,493,atypical,155.71579,261.6344,253.34708,388.26923
red_c80d2df370e8.jpg,600,493,atypical,441.19464,207.27408,509.1658,267.19397
red_42e7ecc6fdb0.jpg,600,492,atypical,101.01009,125.00789,271.38046,412.82758
red_d24606ff5aca.jpg,600,525,atypical,440.47873,240.625,555.21106,287.0
red_e3863ecd41c3.jpg,600,493,atypical,437.57632,193.49236,558.6435,270.54175
red_e3863ecd41c3.jpg,600,493,atypical,124.19192,306.45944,215.71637,371.92245
red_e3863ecd41c3.jpg,600,493,atypical,99.86263,110.07051,229.03958,247.9483
red_536be3676c85.jpg,600,515,atypical,149.77383,159.85597,235.6291,401.99344
red_6ec7006d0320.jpg,600,492,atypical,69.83964,130.15268,205.03702,238.11253
red_6ec7006d0320.jpg,600,492,atypical,446.81332,107.969154,517.86597,194.7314
red_8796d926ea05.jpg,600,499,atypical,429.88385,183.23904,504.35925,242.76254
red_8796d926ea05.jpg,600,499,atypical,104.70968,299.40002,250.3903,474.88165
red_427796a74e48.jpg,600,493,atypical,111.79232,94.35674,170.47078,188.15515
red_427796a74e48.jpg,600,493,atypical,398.47852,237.846,449.89206,308.1948
red_427796a74e48.jpg,600,493,atypical,76.02639,202.11325,128.55759,285.86182
