filename,red_img_width,red_img_height,class,xmin,ymin,xmax,ymax,labels,width,height,x_center,y_center,x_center_norm,width_norm,y_center_norm,height_norm
red_8947447b6929.jpg,600,499,atypical,365.81818,232.48174,396.59473,325.78653,0,30,93,380,278,0.6333333333333333,0.05,0.4633333333333333,0.155
aug_red_7c048e40d7f3.jpg,600,499,atypical,370.01794,146.3658,445.2505,204.00793,0,75,57,407,174,0.6783333333333333,0.125,0.29,0.095
aug_red_b6a0d6efea4e.jpg,600,600,atypical,129.1446,296.01172,251.27129,373.2585,0,122,77,190,334,0.31666666666666665,0.20333333333333334,0.5566666666666666,0.12833333333333333
aug_red_012f57190f1d.jpg,600,600,indeterminate,145.72534,325.9548,243.93268,429.77396,1,98,103,194,377,0.3233333333333333,0.16333333333333333,0.6283333333333333,0.17166666666666666
aug_red_7c5dcf4ebb82.jpg,600,493,atypical,220.71872,259.50952,262.72507,296.9119,0,42,37,241,278,0.40166666666666667,0.07,0.4633333333333333,0.06166666666666667
red_3d9c95938f42.jpg,492,600,typical,222.389,90.0,409.49197,414.0,2,187,324,315,252,0.525,0.31166666666666665,0.42,0.54
aug_red_7e7d3afebf5d.jpg,548,600,indeterminate,308.7918,103.77834,454.514,245.84384,1,145,142,381,174,0.635,0.24166666666666667,0.29,0.23666666666666666
red_d249f6b76d37.jpg,600,499,atypical,55.530426,125.769196,199.60938,352.0339,0,144,226,127,238,0.21166666666666667,0.24,0.39666666666666667,0.37666666666666665
red_63f632b19a9c.jpg,600,492,typical,368.27002,196.64528,428.88568,322.5849,2,60,125,398,259,0.6633333333333333,0.1,0.43166666666666664,0.20833333333333334
aug_red_df565bcf3504.jpg,600,600,indeterminate,361.0811,130.81082,457.2973,366.48648,1,96,235,409,248,0.6816666666666666,0.16,0.41333333333333333,0.39166666666666666
aug_red_08cf0b5663bd.jpg,600,500,indeterminate,219.89929,90.601585,298.2997,198.11111,1,78,107,258,144,0.43,0.13,0.24,0.17833333333333334
aug_red_e7769e0ae31e.jpg,600,492,indeterminate,85.26495,193.02016,202.74078,342.2253,1,117,149,143,267,0.23833333333333334,0.195,0.445,0.24833333333333332
aug_red_64a776818efe.jpg,600,499,atypical,50.835083,332.47592,127.589325,414.8796,0,76,82,88,373,0.14666666666666667,0.12666666666666668,0.6216666666666667,0.13666666666666666
