filename,width,height,class,xmin,ymin,xmax,ymax
aug_red_000a312787f2.jpg,600,492,typical,343.9927062988281,82.15473937988281,488.7281494140625,352.5999755859375
aug_red_000a312787f2.jpg,600,492,typical,129.054443359375,83.39248657226562,283.3770751953125,331.867919921875
aug_red_0012ff7358bc.jpg,600,499,typical,133.00173950195312,38.832679748535156,303.380859375,234.93775939941406
aug_red_0012ff7358bc.jpg,600,499,typical,351.9680480957031,78.95978546142578,473.1121520996094,315.19195556640625
aug_red_001398f4ff4f.jpg,600,493,atypical,354.49078369140625,285.4430847167969,442.1940612792969,341.2696838378906
aug_red_001bd15d1891.jpg,600,493,typical,79.18470764160156,174.984130859375,225.0645751953125,400.9742736816406
aug_red_001bd15d1891.jpg,600,493,typical,478.6858215332031,164.49513244628906,600.0,393.345947265625
aug_red_0022227f5adf.jpg,600,499,indeterminate,211.4248504638672,9.118578910827637,285.3974609375,87.6396713256836
aug_red_002e9b2128d0.jpg,600,505,typical,375.7304382324219,75.60803985595703,600.0,505.0
aug_red_002e9b2128d0.jpg,600,505,typical,0.0,111.4991683959961,169.60702514648438,505.0
aug_red_00326161e51e.jpg,600,494,typical,50.10682678222656,179.86697387695312,273.8630065917969,397.9647216796875
aug_red_00326161e51e.jpg,600,494,typical,284.32464599609375,43.67280960083008,492.8091125488281,249.22386169433594
aug_red_0044e449aae1.jpg,600,494,typical,360.46282958984375,198.42333984375,553.20751953125,376.2633361816406
aug_red_0044e449aae1.jpg,600,494,typical,96.88030242919922,208.30332946777344,235.2611083984375,310.39666748046875
aug_red_0049814626c8.jpg,600,492,typical,74.75409698486328,117.67951202392578,141.63934326171875,357.2548828125
aug_red_0049814626c8.jpg,600,492,typical,428.1966857910156,156.40538024902344,521.3115234375,378.25872802734375
aug_red_004cbd797cd1.jpg,600,600,typical,103.31263732910156,234.71701049804688,276.4421691894531,473.5712890625
aug_red_004cbd797cd1.jpg,600,600,typical,324.7741394042969,224.6144256591797,501.51055908203125,481.50909423828125
aug_red_0060e4f54aa8.jpg,600,493,typical,451.211181640625,170.33602905273438,554.22607421875,390.3652648925781
aug_red_0060e4f54aa8.jpg,600,493,typical,0.0,194.62022399902344,103.16793823242188,412.44183349609375
aug_red_006e2ac85d57.jpg,600,482,typical,156.4154815673828,101.70921325683594,255.39715576171875,352.1882019042969
aug_red_006e2ac85d57.jpg,600,482,typical,373.31976318359375,104.15290832519531,480.8553771972656,283.15374755859375
